2021-04-07 21:52:47,950 DEBUG   telegram.ext.dispatcher Setting singleton dispatcher as <telegram.ext.dispatcher.Dispatcher object at 0x0000025C4A28F040>
2021-04-08 00:34:37,641 DEBUG   root Message received from 445900772 @Verssania: A
2021-04-08 00:34:37,642 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:37,732 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 529
2021-04-08 00:34:37,732 DEBUG   telegram.bot {'message_id': 729, 'date': 1617831276, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': "You're wrong!\nCorrect answer: B \nThe founding members of the EU were Belgium, France, Germany, Italy, Luxembourg and the Netherlands. Spain joined the European Communities in 1986. Denmark joined in 1973.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:37,733 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:37,733 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:38,242 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 815
2021-04-08 00:34:38,243 DEBUG   telegram.bot {'message_id': 730, 'date': 1617831277, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'Soon after the Second World War, Europe was split into east and west. The Berlin Wall, which separated East and West Berlin for almost three decades, was a symbol of this division until its fall in 1989. Which of these statements is true?\nA. The reunification of Germany in 1990 brought West Germany into the European Union.\nB. Germany beat Argentina 1-0 in the 1990 football World Cup.\nC. Resistance against communist rule in central and eastern Europe led to the fall of the Berlin Wall.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:38,244 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:39,111 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 458
2021-04-08 00:34:39,112 DEBUG   telegram.bot Getting updates: [297234532]
2021-04-08 00:34:39,113 DEBUG   telegram.bot [<telegram.update.Update object at 0x0000022B4D534100>]
2021-04-08 00:34:39,113 DEBUG   telegram.bot Exiting: get_updates
2021-04-08 00:34:39,114 DEBUG   telegram.bot Entering: get_updates
2021-04-08 00:34:39,114 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234532, 'message': {'message_id': 731, 'date': 1617831278, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'B', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-08 00:34:39,115 DEBUG   root Message received from 445900772 @Verssania: B
2021-04-08 00:34:39,115 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:39,229 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 1045
2021-04-08 00:34:39,230 DEBUG   telegram.bot {'message_id': 732, 'date': 1617831278, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': "You're wrong!\nCorrect answer: C \nThe collapse of communism across central and eastern Europe, which began in Poland and Hungary, was symbolised by the fall of the Berlin Wall on 9 November 1989. Germany was one of the founding members of the EU but it was West Germany that signed the first Treaty in 1951. When Germany was reunified in October 1990, it was therefore the former East Germany that became part of the European Union. It was West Germany that beat Argentina 1-0 to win the football World Cup in July 1990.  East and West Germany were not reunited as one country until 3 October that year.  Germany’s first football World Cup win as a unified nation was in 2014, when the team beat Argentina again 1-0.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:39,230 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:39,230 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:39,384 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 664
2021-04-08 00:34:39,385 DEBUG   telegram.bot {'message_id': 733, 'date': 1617831278, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'Although there may sometimes be disagreements between EU countries, the basic principles behind the EU have remained unchanged for more than six decades. In 2012, the European Union was recognised for its work in uniting the continent. Which award did it receive?\nA. The Charlemagne Prize.\nB. The Sakharov Prize.\nC. The Nobel Peace Prize.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:39,385 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:40,169 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 458
2021-04-08 00:34:40,169 DEBUG   telegram.bot Getting updates: [297234533]
2021-04-08 00:34:40,170 DEBUG   telegram.bot [<telegram.update.Update object at 0x0000022B4D5348E0>]
2021-04-08 00:34:40,170 DEBUG   telegram.bot Exiting: get_updates
2021-04-08 00:34:40,170 DEBUG   telegram.bot Entering: get_updates
2021-04-08 00:34:40,170 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234533, 'message': {'message_id': 734, 'date': 1617831279, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'C', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-08 00:34:40,171 DEBUG   root Message received from 445900772 @Verssania: C
2021-04-08 00:34:40,172 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:40,374 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 751
2021-04-08 00:34:40,375 DEBUG   telegram.bot {'message_id': 735, 'date': 1617831279, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': "You're right!\nThe Sakharov Prize is awarded annually by the European Parliament to individuals who have made an exceptional contribution to the fight for human rights across the globe. The Charlemagne Prize is awarded for exceptional work performed in the service of European unity. It was awarded to a European institution — the Commission of the European Communities—instead of a person, for the first time in 1969.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:40,375 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:40,375 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:40,530 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 721
2021-04-08 00:34:40,530 DEBUG   telegram.bot {'message_id': 736, 'date': 1617831279, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': "The European Council brings together the heads of state or government of the EU countries. Their meetings are often referred to as 'European summits'. Which of these statements is true?\nA. A president appointed for two years chairs the European Council.\nB. The European Council meets in Strasbourg once a month.\nC. The European Council sets the EU's main priorities and overall policy direction.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:40,531 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:41,098 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 458
2021-04-08 00:34:41,099 DEBUG   telegram.bot Getting updates: [297234534]
2021-04-08 00:34:41,100 DEBUG   telegram.bot [<telegram.update.Update object at 0x0000022B4D534100>]
2021-04-08 00:34:41,100 DEBUG   telegram.bot Exiting: get_updates
2021-04-08 00:34:41,101 DEBUG   telegram.bot Entering: get_updates
2021-04-08 00:34:41,101 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234534, 'message': {'message_id': 737, 'date': 1617831280, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'B', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-08 00:34:41,102 DEBUG   root Message received from 445900772 @Verssania: B
2021-04-08 00:34:41,102 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:41,293 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 539
2021-04-08 00:34:41,294 DEBUG   telegram.bot {'message_id': 738, 'date': 1617831280, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': "You're wrong!\nCorrect answer: C \nThe European Council President chairs meetings. The President, who is appointed for a two-and-a-half-year term, can also convene extraordinary European Council meetings when needed.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:41,294 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:41,294 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:41,438 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 877
2021-04-08 00:34:41,439 DEBUG   telegram.bot {'message_id': 739, 'date': 1617831280, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': "Who am I? I coordinate and carry out the EU's policy towards other countries and organisations. I represent the EU on the international stage, for example at the United Nations. I used to be a Spanish Minister and President of the European Parliament between 2004 and 2007.\nA. You are David Maria Sassoli President of the European Parliament.\nB. You are Didier Reynders, European Commissioner for Justice.\nC. You are Josep Borrell, High Representative of the Union for Foreign Affairs and Security Policy and Vice-President of the European Commission.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:41,439 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:41,978 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 458
2021-04-08 00:34:41,978 DEBUG   telegram.bot Getting updates: [297234535]
2021-04-08 00:34:41,979 DEBUG   telegram.bot [<telegram.update.Update object at 0x0000022B4D5348E0>]
2021-04-08 00:34:41,979 DEBUG   telegram.bot Exiting: get_updates
2021-04-08 00:34:41,980 DEBUG   telegram.bot Entering: get_updates
2021-04-08 00:34:41,980 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234535, 'message': {'message_id': 740, 'date': 1617831280, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'A', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-08 00:34:41,981 DEBUG   root Message received from 445900772 @Verssania: A
2021-04-08 00:34:41,981 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:42,091 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 649
2021-04-08 00:34:42,091 DEBUG   telegram.bot {'message_id': 741, 'date': 1617831281, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': "You're wrong!\nCorrect answer: C \nJosep Borrell is the High Representative of the Union for Foreign Affairs and Security Policy since 1 December 2019. As the EU's chief diplomat, he is charged with shaping and carrying out the EU's foreign, security and defence policies. He is also Vice-President of the European Commission.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:42,092 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:42,092 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:42,198 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 816
2021-04-08 00:34:42,199 DEBUG   telegram.bot {'message_id': 742, 'date': 1617831281, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'The Court of Justice of the European Union was set up in 1952 to ensure that EU law is interpreted and applied in the same way in every EU country. Which of these statements is true?\nA. The Court of Justice is based in Frankfurt.\nB. If a national court is in doubt about the interpretation of an EU law, it can ask the Court of Justice for clarification.\nC. In order to simplify its work, the languages used for all cases managed by the Court of Justice are only English, French and German.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:42,200 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:43,029 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 458
2021-04-08 00:34:43,030 DEBUG   telegram.bot Getting updates: [297234536]
2021-04-08 00:34:43,030 DEBUG   telegram.bot [<telegram.update.Update object at 0x0000022B4D534100>]
2021-04-08 00:34:43,030 DEBUG   telegram.bot Exiting: get_updates
2021-04-08 00:34:43,031 DEBUG   telegram.bot Entering: get_updates
2021-04-08 00:34:43,031 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234536, 'message': {'message_id': 743, 'date': 1617831281, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'B', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-08 00:34:43,031 DEBUG   root Message received from 445900772 @Verssania: B
2021-04-08 00:34:43,032 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:43,221 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 950
2021-04-08 00:34:43,222 DEBUG   telegram.bot {'message_id': 744, 'date': 1617831282, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': "You're right!\nThe Court of Justice is the highest legal authority in the EU and is based in Luxembourg. If a national court is in doubt about the interpretation or validity of an EU law, it can ask the Court for clarification. The same mechanism can be used to determine whether a national law or practice is compatible with EU law. Just as each member state has its own language and specific legal system, the Court of Justice is a multilingual institution. Its language arrangements have no equivalent in any other court in the world, since each of the official languages of the European Union can be the language of a case.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:43,222 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:43,222 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:43,392 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 761
2021-04-08 00:34:43,393 DEBUG   telegram.bot {'message_id': 745, 'date': 1617831282, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'The Council of the European Union represents the governments of the EU countries. Ministers from all member states meet to discuss EU matters and make decisions on EU policies and laws. Which of these statements is true?\nA. Each minister in the Council votes on behalf of his or her own government.\nB. Each EU country leads the work of the Council in turn for one year.\nC. All decisions taken in the Council must be agreed unanimously.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:43,393 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:44,192 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 458
2021-04-08 00:34:44,192 DEBUG   telegram.bot Getting updates: [297234537]
2021-04-08 00:34:44,192 DEBUG   telegram.bot [<telegram.update.Update object at 0x0000022B4D5348E0>]
2021-04-08 00:34:44,193 DEBUG   telegram.bot Exiting: get_updates
2021-04-08 00:34:44,193 DEBUG   telegram.bot Entering: get_updates
2021-04-08 00:34:44,193 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234537, 'message': {'message_id': 746, 'date': 1617831283, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'C', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-08 00:34:44,194 DEBUG   root Message received from 445900772 @Verssania: C
2021-04-08 00:34:44,194 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:44,343 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 721
2021-04-08 00:34:44,344 DEBUG   telegram.bot {'message_id': 747, 'date': 1617831283, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': "You're wrong!\nCorrect answer: A \nMinisters have the authority to commit their governments to the actions agreed on in meetings. If all member states had to agree on all decisions unanimously, not much would happen in the EU.  In many areas, ministers take decisions by majority vote.  They have agreed to keep unanimous voting in some sensitive areas, for example on taxation and security issues.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:44,344 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:44,345 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:44,462 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 538
2021-04-08 00:34:44,463 DEBUG   telegram.bot {'message_id': 748, 'date': 1617831283, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'Which Member State is one of six monarchies in the European Union, known for its Midsummer celebrations and joined the European Union in 1995, together with two other countries?\nA. Sweden.\nB. Finland.\nC. Estonia.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:44,463 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:44,970 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 458
2021-04-08 00:34:44,971 DEBUG   telegram.bot Getting updates: [297234538]
2021-04-08 00:34:44,971 DEBUG   telegram.bot [<telegram.update.Update object at 0x0000022B4D534100>]
2021-04-08 00:34:44,971 DEBUG   telegram.bot Exiting: get_updates
2021-04-08 00:34:44,971 DEBUG   telegram.bot Entering: get_updates
2021-04-08 00:34:44,972 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234538, 'message': {'message_id': 749, 'date': 1617831283, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'B', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-08 00:34:44,972 DEBUG   root Message received from 445900772 @Verssania: B
2021-04-08 00:34:44,972 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:45,095 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 422
2021-04-08 00:34:45,096 DEBUG   telegram.bot {'message_id': 750, 'date': 1617831284, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': "You're wrong!\nCorrect answer: A \nSweden joined the EU in 1995, together with Austria and Finland.", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-08 00:34:45,096 DEBUG   telegram.bot Exiting: send_message
2021-04-08 00:34:45,097 DEBUG   telegram.bot Entering: send_message
2021-04-08 00:34:45,251 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 655
